Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Course_group,Is_local,Mother_edu_level,Father_edu_level,Mother_job,Father_job,Parental_education_gap,Is_both_parents_employed,Status_num,Marital_status_name,Gender_name,Scholarship_holder_name,Status_name
0,8,3,1,0,149.0,132.2,1,0,0,1,0,1,18,1,0,5,9,4,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,2,2,0,0,0,0,0,0,1,1.0,Single,Female,Beasiswa,Graduate
0,0,1,1,0,180.0,183.5,1,0,0,1,0,0,18,1,0,7,8,4,12.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,0,2,0,3,0,0,0,2,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,13,1,1,0,133.1,136.0,0,0,0,1,1,0,31,0,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,0,0,1,0,0,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,11,1,1,11,133.1,100.9,1,0,0,1,1,0,24,0,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,1,0,1,1,1,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,11,1,1,0,145.0,114.5,1,0,0,1,1,0,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2,1,1,0,0,0,1,2,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,11,1,1,0,110.0,110.3,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0,0,1,2,2,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,0,1,1,0,154.0,137.2,1,0,1,1,1,0,18,0,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,0,0,1,0,0,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,1,1,0,126.0,116.9,0,0,0,1,1,1,19,0,0,5,12,3,11.66666667,0,0,5,10,3,11.66666667,0,12.7,3.7,-1.7,1,0,1,2,2,0,0,0,1,,Single,Male,Beasiswa,Enrolled
0,7,1,1,0,133.0,121.8,1,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,0,2,1,1,2,0,0,-18,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,0,2,1,0,145.0,127.3,1,0,0,1,1,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,2,2,1,0,0,0,0,2,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,14,1,1,13,120.0,120.0,0,0,1,0,1,0,20,0,0,6,11,0,0.0,6,0,6,12,0,0.0,12,16.2,0.3,-0.92,0,2,1,0,1,0,0,-18,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,14,1,1,13,150.0,150.0,0,0,0,1,1,0,25,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,2,1,1,0,0,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,13,1,0,0,150.0,100.0,1,0,0,1,1,0,24,0,0,5,10,4,11.5,0,0,5,11,5,11.28571429,0,13.9,-0.3,0.79,2,4,1,0,0,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,11,1,1,0,150.0,150.0,1,0,0,1,1,0,27,0,0,5,10,1,14.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0,0,1,0,0,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,1,1,0,127.0,116.9,0,0,0,1,1,0,21,0,0,6,7,5,11.0,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,2,2,1,0,1,0,0,-16,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,14,1,1,13,140.0,140.0,1,0,0,1,1,0,21,0,0,6,7,6,12.85714286,0,0,6,6,6,13.16666667,0,12.4,0.5,1.79,2,3,1,1,2,0,0,-19,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,8,3,1,0,128.0,122.1,1,0,0,1,1,0,19,0,0,6,9,4,12.5,0,0,6,6,6,11.33333333,0,10.8,1.4,1.74,0,2,1,1,0,0,0,18,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,11,1,1,0,127.0,160.0,0,0,0,1,1,0,28,0,0,7,7,7,14.52857143,0,0,8,11,8,15.01818182,0,16.2,0.3,-0.92,2,2,1,1,1,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,1,1,0,117.0,118.4,0,0,0,1,1,0,20,0,0,5,8,5,10.0,0,0,5,10,2,12.0,0,7.6,2.6,0.32,1,0,1,1,1,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,14,1,1,13,150.0,150.0,0,0,0,1,1,1,21,0,0,6,8,6,13.0,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,2,3,1,0,1,0,1,-18,1,1.0,Single,Male,Beasiswa,Graduate
0,0,1,1,0,154.0,144.9,0,0,0,1,1,1,18,0,0,7,7,7,15.95714286,0,0,8,9,8,15.18888889,0,16.2,0.3,-0.92,2,2,1,0,0,0,0,0,1,1.0,Single,Male,Beasiswa,Graduate
0,7,2,1,0,127.0,121.1,1,0,0,1,1,1,18,0,0,5,6,5,13.2,0,0,5,8,5,12.6,0,8.9,1.4,3.51,1,0,1,1,0,0,1,18,1,,Single,Male,Beasiswa,Enrolled
0,0,2,1,0,133.0,121.8,0,0,0,1,1,0,20,0,0,5,9,4,10.2,0,0,5,6,3,11.0,0,15.5,2.8,-4.06,1,0,1,1,0,0,1,18,1,,Single,Male,Tidak Beasiswa,Enrolled
0,11,1,1,14,120.0,146.8,0,0,0,1,1,0,25,0,2,5,6,5,14.2,0,1,5,5,2,13.5,0,16.2,0.3,-0.92,1,0,1,0,0,0,1,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,0,1,1,0,133.1,138.0,0,0,1,1,1,0,22,0,0,6,8,6,12.625,0,0,6,11,2,14.5,0,11.1,0.6,2.02,1,2,1,2,1,0,0,19,1,,Single,Male,Tidak Beasiswa,Enrolled
0,0,1,1,0,149.0,138.0,0,0,0,1,1,0,18,0,0,8,11,6,13.49666667,1,0,8,11,6,13.49666667,1,9.4,-0.8,-3.12,1,2,1,2,2,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,7,2,1,0,125.0,116.3,1,0,0,1,1,0,19,0,0,5,8,5,13.25,0,0,5,8,5,11.0,0,13.9,-0.3,0.79,2,0,1,1,2,0,0,-19,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,5,1,0,126.0,122.5,1,0,0,1,1,0,19,0,0,5,12,3,12.0,0,0,5,10,3,12.0,0,12.4,0.5,1.79,0,0,1,3,1,0,0,-7,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,11,1,1,11,133.1,115.0,1,0,1,0,1,0,25,0,0,6,10,4,13.0,0,0,6,9,4,13.75,0,12.7,3.7,-1.7,0,2,1,1,0,0,0,18,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,13,1,1,0,115.0,115.0,0,0,1,1,1,0,21,0,5,11,12,9,11.77777778,0,3,8,11,3,13.66666667,0,15.5,2.8,-4.06,0,2,1,3,3,0,1,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,3,1,0,117.0,119.8,1,0,0,1,1,0,19,0,0,5,10,2,11.0,0,0,6,10,0,0.0,0,11.1,0.6,2.02,0,0,1,0,0,0,0,-1,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,2,1,0,133.1,95.0,0,0,0,1,1,0,20,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0,0,1,0,0,0,0,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,14,1,1,13,150.0,150.0,0,0,0,1,1,0,25,0,9,14,16,14,12.42857143,0,3,9,13,6,10.85714286,0,15.5,2.8,-4.06,0,3,1,0,0,0,0,1,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,1,1,0,130.0,117.8,1,0,0,1,1,0,20,0,0,5,8,3,11.0,0,0,5,11,3,12.0,0,10.8,1.4,1.74,1,0,1,1,0,0,0,18,1,,Single,Male,Tidak Beasiswa,Enrolled
0,0,1,1,0,161.0,144.2,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,2,1,1,2,2,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,14,1,1,13,130.0,130.0,1,0,1,1,1,0,23,0,0,6,12,3,11.5,0,0,6,12,3,10.66666667,0,8.9,1.4,3.51,1,2,1,2,2,2,2,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,12,1,1,0,111.0,128.2,1,0,0,1,1,0,23,0,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,2,2,1,0,0,0,1,-2,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,16,1,1,15,140.0,135.3,0,0,0,1,1,0,21,0,7,12,18,11,12.09090909,0,5,12,14,11,12.0,0,8.9,1.4,3.51,2,3,1,0,2,2,2,-35,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,1,1,0,132.0,143.9,1,0,0,1,1,0,20,0,0,5,14,2,11.0,3,0,5,9,3,12.66666667,0,9.4,-0.8,-3.12,1,0,1,0,0,0,0,0,1,,Single,Male,Tidak Beasiswa,Enrolled
0,11,1,0,0,139.0,140.7,0,0,0,1,1,0,25,0,0,5,13,1,10.0,0,0,5,8,2,11.33333333,0,12.4,0.5,1.79,0,4,1,0,0,0,1,0,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,0,1,1,0,132.0,130.4,1,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,2,0,1,1,2,0,0,-19,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,6,1,5,119.0,123.2,1,0,0,1,1,0,22,0,0,6,6,6,14.16666667,0,0,6,8,6,13.625,0,10.8,1.4,1.74,2,2,1,0,0,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,11,1,1,0,133.1,118.0,0,0,0,1,1,0,27,0,0,6,7,6,14.0,0,0,6,7,6,14.71428571,0,8.9,1.4,3.51,2,2,1,1,1,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,11,1,1,11,133.1,120.0,0,0,0,1,1,0,25,0,0,3,4,0,0.0,0,0,3,5,0,0.0,0,16.2,0.3,-0.92,0,3,1,0,0,0,0,3,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,4,1,0,129.0,118.9,1,0,0,1,1,0,18,0,0,5,9,3,11.66666667,0,0,5,10,3,11.33333333,4,7.6,2.6,0.32,0,0,1,2,2,0,0,-2,0,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,1,1,0,128.0,117.2,0,0,0,1,1,0,20,0,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,2,2,1,2,1,0,0,19,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,11,1,1,0,120.0,120.0,0,0,0,1,1,0,27,0,0,6,10,5,13.0,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,2,3,1,0,0,0,0,-1,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,1,0,0,130.0,118.1,0,0,0,1,1,0,20,0,0,6,7,6,12.16666667,0,0,6,9,6,12.0,0,7.6,2.6,0.32,2,3,1,0,0,0,0,0,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,0,1,1,0,130.0,124.8,1,0,0,1,1,0,22,0,0,5,9,0,0.0,0,0,5,5,1,12.0,0,7.6,2.6,0.32,0,0,1,2,2,0,0,1,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,7,6,1,0,111.0,106.5,1,0,0,1,1,0,19,0,0,5,10,3,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,0,0,1,1,0,0,1,16,1,0.0,Single,Male,Tidak Beasiswa,Dropout
0,0,6,1,0,121.0,116.8,0,0,0,1,1,0,20,0,0,5,14,3,12.4,0,0,5,8,5,10.83333333,0,13.9,-0.3,0.79,1,0,1,0,1,0,0,-16,1,,Single,Male,Tidak Beasiswa,Enrolled
0,13,4,1,0,117.0,109.3,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2,1,1,1,3,0,1,7,1,1.0,Single,Male,Tidak Beasiswa,Graduate
1,11,1,1,6,133.1,120.0,1,0,0,0,1,0,29,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,0,2,1,0,0,0,0,0,1,0.0,Married,Male,Tidak Beasiswa,Dropout
0,0,2,1,0,149.0,137.5,0,0,0,1,1,0,19,0,0,8,8,7,13.82857143,0,0,8,8,7,13.82857143,0,12.7,3.7,-1.7,2,2,1,0,0,0,0,2,1,1.0,Single,Male,Tidak Beasiswa,Graduate
0,11,2,0,0,172.0,150.0,1,0,0,1,0,1,28,0,0,5,7,5,10.6,0,0,5,6,5,10.2,0,9.4,-0.8,-3.12,1,4,1,1,2,0,0,-18,1,,Single,Female,Beasiswa,Enrolled
1,0,1,1,0,134.0,120.4,0,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,2,2,1,2,2,0,0,0,1,1.0,Married,Female,Tidak Beasiswa,Graduate
0,0,4,1,0,136.0,136.7,1,0,0,1,0,0,20,0,0,6,6,4,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,11,1,0,0,133.1,118.5,1,0,0,1,0,0,31,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0,3,1,2,3,0,0,29,0,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,5,1,0,141.0,133.0,1,0,0,1,0,0,18,0,0,7,8,7,12.5375,0,0,8,9,7,12.61428571,0,13.9,-0.3,0.79,2,2,1,3,0,0,0,11,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,1,1,0,141.0,128.8,1,0,0,1,0,0,19,0,0,6,6,6,14.83333333,0,0,6,8,6,13.28571429,0,8.9,1.4,3.51,1,2,1,0,1,0,0,-18,1,,Single,Female,Tidak Beasiswa,Enrolled
0,0,1,1,0,148.0,133.0,1,0,0,1,0,0,18,0,0,5,10,4,12.0,0,0,5,9,4,12.8,0,13.9,-0.3,0.79,2,0,1,2,2,0,0,-1,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,1,1,0,102.0,102.0,0,0,0,1,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,1,1,0,143.0,133.9,0,0,0,1,0,1,18,0,0,5,5,5,15.0,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,2,0,1,0,1,0,0,-18,1,1.0,Single,Female,Beasiswa,Graduate
0,7,1,1,0,120.0,127.0,0,0,0,1,0,0,19,0,0,5,7,3,12.0,0,0,5,7,5,13.2,0,7.6,2.6,0.32,2,2,1,2,1,2,2,19,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,1,1,0,121.0,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.83333333,0,0,6,7,6,12.28571429,0,15.5,2.8,-4.06,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Beasiswa,Graduate
0,0,3,1,0,122.0,124.5,1,0,0,1,0,0,19,0,0,6,12,6,11.66666667,0,0,6,14,3,12.0,0,7.6,2.6,0.32,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,4,1,0,122.0,123.9,0,0,0,1,0,0,19,0,0,7,9,7,12.1625,0,0,8,8,8,13.825,0,13.9,-0.3,0.79,2,2,1,2,0,0,0,36,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,2,1,0,123.0,117.8,1,0,0,1,0,0,18,0,0,6,6,6,13.83333333,0,0,6,11,6,14.55555556,0,10.8,1.4,1.74,2,2,1,1,0,0,0,18,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,1,1,0,133.0,126.7,0,0,0,1,0,0,19,0,0,7,12,4,12.45,0,0,7,11,5,11.7,0,16.2,0.3,-0.92,1,2,1,0,1,0,0,-16,1,,Single,Female,Tidak Beasiswa,Enrolled
0,14,1,1,13,110.0,110.0,0,0,0,1,0,1,20,0,2,6,9,6,12.125,0,2,6,7,6,13.57142857,0,11.1,0.6,2.02,2,2,1,2,0,0,0,36,1,1.0,Single,Female,Beasiswa,Graduate
0,7,1,1,0,155.0,134.7,1,0,0,1,0,0,20,0,0,6,8,5,13.4,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,1,2,1,0,1,0,0,-18,1,,Single,Female,Tidak Beasiswa,Enrolled
0,7,1,1,0,119.0,113.2,0,0,1,1,0,0,20,0,0,6,8,6,13.33333333,0,0,6,8,5,14.0,0,11.1,0.6,2.02,1,3,1,2,2,0,0,0,1,,Single,Female,Tidak Beasiswa,Enrolled
0,11,1,0,2,120.0,141.0,0,0,0,1,0,0,29,0,10,15,15,11,11.45454545,0,9,13,16,11,11.54545455,0,10.8,1.4,1.74,0,4,1,2,2,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,1,1,0,133.1,111.5,0,0,0,0,0,1,20,0,0,6,10,4,12.0,0,0,6,14,3,10.0,0,7.6,2.6,0.32,0,4,1,2,3,0,0,26,0,0.0,Single,Female,Beasiswa,Dropout
3,11,1,1,0,143.0,140.0,0,0,1,0,0,0,31,0,0,7,8,6,12.66666667,0,0,7,9,5,12.6,0,8.9,1.4,3.51,0,4,1,2,0,0,1,36,1,0.0,Divorced,Female,Tidak Beasiswa,Dropout
0,7,1,1,0,149.0,134.3,0,1,0,1,0,0,20,0,0,6,7,6,12.66666667,0,0,6,9,6,13.77777778,0,10.8,1.4,1.74,2,2,1,1,2,0,0,-18,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,1,1,0,133.0,125.3,1,0,0,1,0,0,21,0,12,18,22,18,11.88888889,1,11,13,13,13,11.46153846,0,15.5,2.8,-4.06,2,3,1,2,2,0,0,1,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,3,1,1,2,140.0,140.0,1,0,0,1,0,0,23,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0,0,1,1,2,0,0,-19,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,5,1,0,122.0,119.6,0,0,1,0,0,0,21,0,0,6,6,4,13.0,0,0,6,8,4,11.6,0,10.8,1.4,1.74,0,2,1,1,2,0,0,-19,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,3,1,1,14,170.0,170.0,0,0,0,1,0,0,24,0,4,7,7,7,16.88571429,0,3,8,9,8,15.74444444,0,16.2,0.3,-0.92,2,2,1,0,0,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,11,1,0,0,120.0,150.5,0,0,0,1,0,0,27,0,0,6,6,6,12.5,0,1,6,6,6,12.33333333,0,15.5,2.8,-4.06,2,3,1,0,0,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,1,1,0,143.0,128.0,0,0,0,1,0,1,18,0,0,7,9,7,13.05555556,0,0,8,8,8,15.8125,0,13.9,-0.3,0.79,2,2,1,0,2,0,0,-36,1,1.0,Single,Female,Beasiswa,Graduate
0,0,3,1,0,115.0,108.7,1,0,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0,1,1,3,0,0,0,8,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,1,1,0,123.0,121.6,1,0,1,1,0,1,19,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0,1,1,0,0,0,16,1,0.0,Single,Female,Beasiswa,Dropout
0,0,6,1,0,131.0,125.3,1,0,0,1,0,1,19,0,0,8,8,7,12.35571429,0,0,8,8,7,12.35571429,0,10.8,1.4,1.74,2,2,1,2,1,0,0,19,1,1.0,Single,Female,Beasiswa,Graduate
0,7,1,1,0,127.0,117.6,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0,2,1,1,2,2,2,-19,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,13,3,1,0,126.0,124.3,1,0,0,1,0,1,18,0,0,7,8,5,11.98,0,0,7,8,5,11.98,0,7.6,2.6,0.32,1,2,1,2,2,0,0,1,1,,Single,Female,Beasiswa,Enrolled
0,0,2,1,0,112.0,106.1,1,0,1,1,0,1,20,0,0,7,7,7,13.85714286,0,0,7,8,7,12.57142857,0,8.9,1.4,3.51,2,4,1,2,2,2,2,0,1,1.0,Single,Female,Beasiswa,Graduate
1,0,1,0,0,150.0,139.9,1,0,0,1,0,0,24,0,0,6,9,5,13.0,0,0,6,6,6,14.16666667,0,9.4,-0.8,-3.12,2,3,1,0,2,0,0,-36,1,1.0,Married,Female,Tidak Beasiswa,Graduate
0,0,1,1,0,116.0,110.8,1,0,0,1,0,0,20,0,0,6,6,6,12.83333333,0,0,6,10,6,11.16666667,0,12.4,0.5,1.79,2,2,1,0,0,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,3,1,0,118.0,118.0,0,0,0,1,0,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,1,0,1,0,1,0,0,-18,1,,Single,Female,Tidak Beasiswa,Enrolled
0,0,1,1,0,130.0,117.8,1,0,0,1,0,1,19,0,0,8,8,7,12.35714286,0,0,8,8,7,12.35714286,0,12.7,3.7,-1.7,2,2,1,1,2,0,0,-18,1,1.0,Single,Female,Beasiswa,Graduate
0,0,6,1,0,144.0,127.5,1,0,0,1,0,1,18,0,0,8,8,7,13.85714286,0,0,8,8,7,13.85714286,0,12.7,3.7,-1.7,2,2,1,0,2,0,0,-36,1,1.0,Single,Female,Beasiswa,Graduate
0,7,2,1,2,105.0,129.7,1,0,0,1,0,1,20,0,0,6,6,6,12.33333333,0,0,6,6,6,10.66666667,0,9.4,-0.8,-3.12,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Beasiswa,Graduate
0,7,1,1,0,143.0,130.6,1,0,0,1,0,0,20,0,0,7,8,7,12.84714286,0,0,8,10,8,13.78888889,0,16.2,0.3,-0.92,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,2,1,0,137.0,126.3,1,0,0,1,0,1,19,0,0,7,9,6,12.34,0,0,8,9,8,13.01875,0,11.1,0.6,2.02,2,2,1,1,2,0,0,-18,1,1.0,Single,Female,Beasiswa,Graduate
0,14,1,1,13,140.0,140.0,1,0,0,1,0,0,19,0,0,6,10,5,12.66666667,0,0,6,19,4,11.75,0,12.4,0.5,1.79,1,2,1,0,0,0,0,2,1,,Single,Female,Tidak Beasiswa,Enrolled
0,0,1,1,0,133.1,105.0,1,0,0,1,0,0,20,0,0,6,6,6,13.83333333,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,2,2,1,0,1,0,0,-16,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,2,1,0,116.0,114.6,1,0,0,1,0,0,19,0,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,0,0,1,0,2,0,0,-37,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,5,1,0,117.0,114.6,1,0,0,1,0,0,19,0,0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,0,4,1,2,2,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,7,1,1,0,137.0,131.0,1,0,0,1,0,1,18,0,0,8,8,8,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,2,2,1,2,2,0,0,1,1,1.0,Single,Female,Beasiswa,Graduate
0,7,4,1,0,116.0,109.0,0,0,0,1,0,1,23,0,0,6,6,6,13.33333333,0,0,6,8,3,12.66666667,0,11.1,0.6,2.02,0,2,1,2,2,0,0,1,1,0.0,Single,Female,Beasiswa,Dropout
0,0,1,1,0,133.1,132.0,1,0,0,1,0,0,21,0,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,0,4,1,1,1,0,0,0,1,0.0,Single,Female,Tidak Beasiswa,Dropout
0,14,1,0,13,130.0,130.0,1,0,0,1,0,0,23,0,5,9,10,9,10.88888889,0,3,8,10,6,11.33333333,0,11.1,0.6,2.02,2,3,1,2,2,0,0,-1,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,3,1,0,106.0,109.5,1,0,0,1,0,0,19,0,0,7,8,7,13.025,0,0,8,9,8,13.81111111,0,13.9,-0.3,0.79,2,2,1,1,2,0,0,-18,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,7,2,1,0,125.0,115.9,1,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,2,2,1,0,2,0,0,-37,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,0,1,1,0,134.0,131.6,1,1,0,1,0,0,19,0,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,2,2,1,1,2,0,0,-18,1,1.0,Single,Female,Tidak Beasiswa,Graduate
0,11,1,1,0,133.1,120.0,0,0,0,1,0,1,25,0,0,8,8,7,12.04285714,0,0,8,8,7,12.04285714,0,12.7,3.7,-1.7,2,2,1,1,2,0,0,-18,1,1.0,Single,Female,Beasiswa,Graduate
0,0,2,1,0,117.0,109.7,1,0,0,1,0,0,19,0,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,1,4,1,0,2,0,0,-37,1,,Single,Female,Tidak Beasiswa,Enrolled
0,0,1,1,0,136.0,136.4,0,0,0,1,0,1,19,0,0,7,8,7,12.8375,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,2,2,1,0,1,0,0,-18,1,1.0,Single,Female,Beasiswa,Graduate
0,11,1,1,0,120.0,120.0,0,0,1,1,0,1,24,0,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,2,2,1,2,2,2,2,0,1,1.0,Single,Female,Beasiswa,Graduate
0,0,1,1,0,135.0,132.6,1,0,0,1,0,1,18,0,0,6,7,6,13.5,0,0,6,9,5,14.0,0,8.9,1.4,3.51,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Beasiswa,Graduate
0,7,5,1,0,122.0,112.9,1,0,0,1,0,1,19,0,0,6,8,6,12.125,0,0,6,7,6,12.71428571,0,16.2,0.3,-0.92,2,2,1,2,2,0,0,0,1,1.0,Single,Female,Beasiswa,Graduate
